HD-No	work status	province	country	findspot ancient	findspot modern	findspot (village, street, etc.)	year	literature	transcription	tribunicia potestas number	godot URI
HD056079	provisional	unknown	unknown				119 AD	AE 2003, 2041.	[Imp(erator) Caes(ar) divi Traiani Parthici] f(ilius) divi / [Nervae nep(os) Traianus Hadrianu]s August(us) / [pont(ifex) max(imus) trib(unicia) potesta]t(e) III co(n)s(ul) III / [equitibus et peditibus qui militav]erunt in al(is) / [tribus et cohortibus quinque] quae appel/[l]antur Siliana [armil]l[ata to]rquata c(ivium) [R(omanorum) et I] / praetoria c(ivium) R(omanorum) et [I Hisp]anor(um) Campagon[um] / et I Alpinor(um) et I [Thra]c(um) c(ivium) R(omanorum) p(ia) f(idelis) et I Alpinor(um) [et] / I Montanor(um) et I [Nori]cor(um) quae su[nt] in [Pa]/[nn]onia inferio[re su]b L(ucio) Cornel[io Latini]/[ano] quinis et vic[enis pluribusve stipen]/[diis] emeritis dim[issis honesta missione] / quorum nomina [subscripta sunt ipsis li]/beris posterisque [eorum civitatem de]/dit et conubium c[um uxoribus quas] / tunc habuissent cum [est civitas iis data] / aut si qui caelibes ess[ent cum iis quas] / postea duxissent dum[taxat si]n[guli] / singulas a(nte) d(iem) [--- A]pr(iles) / Imp(eratore) Caesare T[r]aian[o Hadrian]o Aug(usto) III / A(ulo) [Platori]o [Nepo]te co(n)s(ulibus) / alae Sil[ianae torquatae c(ivium)] R(omanorum) cui prae(e)st / T(itus) Seni[---s ---] Rusticus / [ex gregale] / Casu[--- f(ilio) B]esso / et Su[--- f(iliae) uxori eius B]ess(ae) / [& // [Imp(erator) Caesar d]iv[i Tra]iani P[a]rthici fil(ius) divi [Nervae nep(os) Tra]ian(us) H[ad]rian(us) Aug(ustus) pont(ifex) max(imus) [tribunic(ia) potest(ate)] III co(n)s(ul) III [equitibus] et pedit(ibus) qui militave[runt in alis tribus et cohortibus] quinq(ue) quae appella[ntur Siliana armillata torqua]ta c(ivium) R(omanorum) et praetor[ia c(ivium) R(omanorum) et I Hispanor(um) Campagon(um) et I Alpinor(um)] et I Thracu[m c(ivium) R(omanorum) p(ia) f(idelis) et I Alpino]r(um) e[t I Montanor(um) et I] Nor(icorum) qu[ae sunt in Pannonia i]nfer[iore sub L(ucio) Cornelio Latiniano quinis e]t vice[nis pluribusve stipendiis emeritis dimissi]s hon[esta missione quorum nomina subs]cript[a sunt ipsis lib]er(is) poster[isque eor(um) civi]tat(em) d[edit et conubium c]um uxo[ribus quas tunc habuissent cum] est civit[as iis data ---]QV[& // $ au]t si [qui caelibes essent cum iis quas] post(ea) duxi[ssent dumtaxat singuli singulas] a(nte) [d(iem) --- Apr(iles) ---]O[---]AN[--- e]x gr[egale ---]S[---]AE[---] ANI[& // $]NI[---] / [---]VR[&	3	https://godot.date/id/8mTao3GAfNBvocScnoHmNj
HD056082	provisional	unknown	unknown				135 AD	AE 2003, 2043.	$ cum iis q]uas postea dux[issent dumtaxat singuli] singulas [a(nte) d(iem) --- P(ublio) Ru]tilio Fabiano [Cn(aeo) Papirio Aeliano co(n)s(ulibus) co]h(ortis) II Aug(ustae) Nerv[ianae Pacensis cui praeest] L(ucius) Secundini[us & // [Imp(erator) Caesar divi Trai]ani Part[hici f(ilius) divi Nervae nep(os) Traia]nus Hadr[ianus Aug(ustus) pontif(ex) max(imus) trib(unicia) pot(estate)] XIX co(n)s(ul) [III p(ater) p(atriae) eq(uitibus) et ped(itibus) qui militaverunt in a]lis II et co[hortibus ---]nor(um) et N[&	19	https://godot.date/id/QtfW7YJt2RzJhRrCcWLb8E
HD056085	provisional	Moesia inferior	Romania		Frecăţei	{Cataloi}	92 AD	AE 2003, 1548.	Imp(erator) Caesar divi Vespasiani f(ilius) Domitianus Augus/tus Germanicus pontifex maximus tribunic(ia) potes/tat(e) XI im[p(erator)] XXI censor perpetuus co(n)s(ul) XVI p(ater) p(atriae) / equitibus et peditibus qui militant in alis se/ptem et cohortibus decem et quinque quae appel/lantur I Vespasiana Dardanorum et I Flavia / Gaetulorum et I Pannoniorum et II Claudia / Gallorum et Gallorum Flaviana et Gallorum / Atectorigiana et Hispanorum et I Raeto/rum et I Bracaraugustanorum et I Lusitano/rum Cyrenaica et I Flavia Commagenorum / et I Sugambrorum [t]ironum et I Sugambro/rum veterana et [II Chal]cidenorum et II Lu/censium et II Bra[caraug]ustanorum et II / Flavia Bessorum et [II] et III et IIII et VII Gallo/rum et Ubiorum et sun[t] in Moesia inferio/re sub Sex(to) Octavio Frontone qui quina vice/na plurave stipendia meruerunt item dimis/sis honesta missione quorum nomina s[u]b/scripta sunt ipsis liberis posterisque eorum / civitatem dedit et conubium cum uxoribus / quas tunc habuissent cum est civitas iis data / aut si qui caelibes essent cum iis quas postea du/xissent dumtaxat singuli singulas / a(nte) d(iem) XVIII K(alendas) Iulias / Ti(berio) Iulio Celso Polemaeano L(ucio) Stertinio Avito co(n)s(ulibus) / cohort(is) VII Gallorum cui prae(e)st / C(aius) Iulius C(ai) f(ilius) Col(lina) Capi[to] / equiti / Macrino Acresionis [f(ilio) A]pamen(o) / et Macro [f(ilio) e]ius / et Saturnino [f(ilio) e]ius / et Augustae [filiae e]ius / descriptum et recognitum [ex tabula aene]a / quae fixa est Romae in [muro post templum] / divi Aug(usti) ad Minerv[am] // Imp(erator) Caesar divi Ve[sp]asiani f(ilius) Domitianus Augus/tus Germanicus pontifex maximus tribunic(ia) po/testat(e) XI imp(erator) XXI censor perpetuus co(n)s(ul) XVI p(ater) p(atriae) / equitibus et peditibus qui militant in alis septem / et cohortibus decem et quinque quae appellan/tur I Vespasiana Dardanorum et I Flavia Gaetu/lorum et I Pannoniorum et II Claudia Gallorum / et Gallorum Fl[a]viana et Gallorum Atectorigia/na et Hispano[rum] et I Raetorum et I Braca[rau]/gustanorum et I [L]us[it]anorum Cyrenai[ca et I] / Flavia Commagenorum et I Sugamb[rorum ti]/ronum et I Sugambrorum vetera[na et II Chal]/cidenorum et II Lucensium et II Bra[caraugus]/tanorum et II Flavia Bessorum et II e[t III et IIII] / et VII Gallorum et Ubiorum et sunt in M[oesia] / inferiore sub Sex(to) Octa[v]io Frontone qui q[uina] / vicena plurave stipendia meruerunt item // Dimissis honesta missione quorum / nomina subscripta sunt ipsis liberis / posterisque eorum civitatem dedit et / conubium cum uxoribus quas [tunc ha]/buissent cum est civitas iis [data aut] / si qui caelibes essen(t) cum iis qu[as postea] / duxissent dumtaxat singuli sin[gulas] / a(nte) d(iem) XVIII K(alendas) Iulias / Ti(berio) Iulio Celso Polemaeano L(ucio) Stertinio Avito co(n)s(ulibus) / cohort(is) VII Gallorum cui prae(e)st / C(aius) Iulius C(ai) f(ilius) Col(lina) Capito / equiti / Macrino Acresionis f(ilio) Apamen(o) / et Macro f(ilio) eius et Saturnino f(ilio) eius / et Augustae filiae eius / descriptum et recognitum ex tabula aenea quae fixa est Romae // A(uli) Lappi Polliani / C(ai) Iuli Helini / M(arci) Galli Fortis / Cn(aei) Matici Barbari / Q(uinti) Or{i}fi Cupit[i] / L(uci) Pulli Spe[rati] / L(uci) Pulli Verecu[ndi]	11	https://godot.date/id/YDdtk5MbdZeDgN2NnbAKsU
HD056092	provisional	Pannonia superior	Hungary		Vérteskethely		141 AD	AE 2002, 1147.  G. Alföldy - B. Lőrincz, ZPE 139, 2002, 211-218; Fotos. - AE 2002.	[Imp(erator) Caesar divi Hadriani f(ilius) divi Traia]/[ni Parthici nepos divi Nervae pronepos] / [T(itus) Aelius Hadrianus Antoninus Aug(ustus)] / [Pius pon(tifex) max(imus) trib(unicia) pot(estate) IIII co(n)s(ul) III p(ater) p(atriae)] / [equit(ibus) et pedit(ibus) qui milit(averunt) in alis --- et coh(ortibus) ---] / [quae appel(lantur) ---] / [------] / [ --- et I Thr(acum)] / [c(ivium) R(omanorum) et --- et IIII] / [vol(untariorum) c(ivium) R(omanorum) et --- et sunt in Pannon(ia)] / [super(iore) sub Statilio Hadriano quinis et] / [vicenis plurib(us)ve stip(endiis) emer(itis) dimis(sis)] / [honest(a) mission(e) quor(um) nomin(a) subscr(ipta)] / [sunt civit(atem) Roman(am) qui eorum non ha]/[ber(ent) dedit et conub(ium) cum uxor(ibus) quas tunc] / [habuiss(ent) cum est civit(as) iis data aut cum iis] / [quas postea duxis(sent) dumtaxat singuli singu]/[las ---] / [--- T(ito) Cae]sernio Sta[tiano co(n)s(ulibus)] / [coh(ortis) I Th]rac(um) cui pr[aeest] / [--- Ru]finus Th[---] / [ex pedit?]e / [& // $] / [et III]I vol(untariorum) c(ivium) [R(omanorum) et] / [--- e]t sunt [in Pann(onia)] / [super(iore) sub Statilio H]adria[no XXV] / [pl(uribus)ve stip(endiis) emer(itis) dimi]s(sis) [ho]n(esta) m[iss(ione) quor(um)] / [nomina &	4	https://godot.date/id/N8bazoWxoh7SHyoZiXMzci
HD056094	provisional	unknown	unknown				202 AD	AE 2001, 2161.	Imp(erator) Caes(ar) divi M(arci) Antonini Pii Germ(anici) Sarm(atici) fil(ius) divi / Commodi frater divi Antonini Pii nep(os) divi Hadri/ani pronep(os) divi Traiani Parthici abnep(os) divi Nervae / adnep(os) L(ucius) Septimius Severus Pius Pertinax Aug(ustus) Arab(icus) / Adiab(enicus) Parthic(us) max(imus) pontif(ex) max(imus) trib(unicia) pot(estate) X imp(erator) XI / co(n)s(ul) III p(ater) p(atriae) proco(n)s(ul) et / Imp(erator) Caes(ar) L(uci) Septimi Severi Pii Pertinacis Aug(usti) Arab(ici) / Adiab(enici) Parthic(i) max(imi) fil(ius) divi M(arci) Antonini Pii Germ(anici) / Sarm(atici) nep(os) divi Antonin(i) pronep(os) divi Hadriani abnep(os) / M(arcus) Aurelius Antoninus Aug(ustus) [t]rib(unicia) pot(estate) V co(n)s(ul) proco(n)s(ul) / iis qui militaverunt in classe praetoria Ravenna/te qu(a)e est sub Aemilio Sulleptino pr[a]ef(ecto) senis et / vicenis pluribusve stipendi(i)s emeritis dimissis hone/sta missione quorum nomina subscripta sunt ip(sis) / filiisque eorum quos susceperint ex mulieribus / quas secum concessa consuetudine vixisse proba/verint civitatem Romanam dederunt et conubium / cum iisdem quas secum habuissent cum est / civitas iis data aut si qui tunc non habuissent cum iis / quas postea uxores duxissent dumtaxat singulis / singulas a(nte) d(iem) XIII Kal(endas) Ian(uarias) T(ito) Murrenio / Severo C(aio) Cassio Regalliano co(n)s(ulibus) / ex gregale / C(aio) Iulio Valentis f(ilio) Iuliano / Novi(o)d(uno) ex Moes(ia) / descriptum et recognitum ex tabula aerea qu[ae] / fixa est Rom(a)e in muro pos(t) templum divi Aug(usti) ad / Minervam // Imp(erator) Caes(ar) divi M(arci) Antonini Pii Germ(anici) Sarm(atici) f(ilius) divi Commo/di frater divi Antonini Pii nep(os) divi Hadriani pronep(os) / divi Traiani Parthic(i) abnep(os) divi Nervae adnep(os) / L(ucius) Septimius Severus Pius Pertinax Aug(ustus) Arab(icus) Adiab(enicus) / Parthic(us) maxim(us) pontif(ex) max(imus) trib(unicia) pot(estate) X imp(erator) XI co(n)s(ul) III / p(ater) p(atriae) et Imp(erator) Caes(ar) Septi[mi] Severi Pii Pertinacis Aug(usti) / Arab(ici) Adiab(enici) Parthic(i) max(imi) f(ilius) divi M(arci) Antonini Pi(i) Germ(anici) / Sarm(atici) nep(os) divi Antonini Pii pronep(os) divi Hadriani ab/nep(os) divi Traiani Parthic(i) et divi Nervae adnep(os) / M(arcus) Aurel(ius) Antoninus Aug(ustus) trib(unicia) pot(estate) V co(n)s(ul) proc(onsul) / iis qui militaver(unt) in classe praetoria Raven[nate] / sub Aelio Sulleptino praef(ecto) senis et vicenis plur/ibusve stipend(iis) emerit(is) dimissis honesta missio(ne) / nomina subscripta sunt ip[si]s fili(i)sque eor(um) qu[os su(sceperint)] / ex mulierib(us) quas secum concessa consuetudine vixis/se probaverint civitatem Romanam deder(unt) et conubi(um) / quas tunc secum habuissent cum est civit(as) iis data aut / si qui tunc non habui[s(sent) cum iis] quas postea ux[or(es) duxis(sent)] / dumtaxat singulis singulas // A(nte) d(iem) VIII Kal(endas) Ian(uarias) / Sever(o) et Regal(l)iano co(n)s(ulibus) / ex gregale / C(aio) Iulio Valentis f(ilio) Iuliano / Novi(o)d(uno) ex Moes(ia) / descript(um) et recognit(um) ex tabul(a) aerea / qu(a)e fixa est Romae in muro post / templ(um) divi Aug(usti) ad Minervam // L(uci) Pulli Marcionis / C(ai) Publici Luperci / M(arci) Iuni Pii / Ti(beri) Claudi Iuliani / Ti(beri) Claudi Cassandri / L(uci) Pulli Benigni / Ti(beri) Iuli Dativi	10	https://godot.date/id/qT7qULXycVNzBaAEbsDqeN
HD056095	provisional	unknown	unknown				146 AD	AE 2001, 2156.	$] / [singuli]s pr[a]eter(ea) praestit(it) ut liber(i) dec[ur(ionum) et] / [centu]r(ionum) quos praesid(i) prov(inciae) ex se item cali/[gat(orum) ant]equam in castr(a) irent procr(eatos) probav(issent) / [cives Ro]mani essent a(nte) d(iem) III Id(us) Aug(ustas) / [L(ucio) Aurelio G]allo Cn(aeo) Terentio Iuniore co(n)s(ulibus) / [clas]s(is) Flav(iae) Pannonic(ae) cui praeest / [-? M]acrinius Regulus Neviomag(o) / ex gubernatore / [Vale]rio Dati f(ilio) Scord(isco) / [et ---]ace(?) Secundi fil(iae) uxor(i) eius Scord(iscae) / [et] Valeriano f(ilio) eius / [et] Valentinae fil(iae) eius / [descript(um) et r]ecognit(um) ex [tab]ula aerea / [quae fixa es]t Romae in [mur]o post / [templum divi] Aug(usti) ad M[iner]vam // $ pont(ifex)] m(aximus) tr(ibunicia) [pot(estate) VIIII] / [imp(erator) II co(n)s(ul)] IIII p(ater) [p(atriae)] / [equit(ibus) et pedit(ibus) qui militaver(unt) in alis V? et] coh(ortibus) XIII et sun[t] / [in Pannon(ia) infer(iore) sub Fu]ficio Cornuto XXV / [item class(icis) XXVI pluribusve? stipend(iis)] em(eritis) dim(issis) hon(esta) mis(sione) / [quor(um) nomin(a) subscript(a) su]nt civ(itatem) Rom(anam) q[ui] / [eor(um) non haber(ent) ded(it) et co]n(ubium) cum ux(oribus) quas / [tunc habuis(sent) cum est civit(as)] i(i)s dat(a) aut cum i(i)s / [quas post(ea) duxis(sent) dumtaxat sin]g(ulis)	9	https://godot.date/id/sgiwcMg9edzvwvJfjQexzm
HD056096	provisional	Raetia	Germany	Quintana	Künzing	Käserfeld	129 AD	AE 2000, 1138.	Imp(erator) Caesa[r divi Traiani Parthici f(ilius) divi Ner]/vae nepo[s Traianus Hadrianus Aug(ustus) pontif(ex)] / max(imus) tr[ib(unicia) potest(ate) XIII co(n)s(ul) III p(ater) p(atriae) proco(n)s(ul)] / equitib(us) et [peditib(us) qui militaver(unt) in alis II] / et cohort(ibus) [VIII quae appell(antur) I singular(ium)] / c(ivium) R(omanorum) et II Flav(ia) [|(milliaria) et II Raetor(um) et III Thrac(um)] / veter(ana) et III [Thrac(um) c(ivium) R(omanorum) et III Brit(onum) et IIII Gal]/lor(um) et IIII T[ungror(um) |(milliaria) vexil(latio) et V Bracar]/augustan(orum) [et VI Lusitanor(um) et sunt in Raetia] / sub Caton[io --- quinis et vicenis plu]/ribusve s[tipendi(i)s emeritis dimissis ho]/nesta mi[ssione quorum nomina subscri]/pta sunt [ipsis liberis posterisq(ue) eorum ci]/vitatem [dedit et conubium cum uxori]/bus quas t[unc habuissent cum est civi]/tas iis dat[a aut si qui caelibes essent] / cum iis qua[s postea duxissent dumtaxat] / singuli sin[gulas a(nte) d(iem) ---] / Ti(berio) Iulio Iul[iano --- Casto co(n)s(ulibus)] / [& // Imp(erator) Caes(ar) divi Traiani Parthici f(ilius) [divi Nervae] / nep(os) Traian(us) Hadrian(us) Aug(ustus) pont(ifex) m[ax(imus) trib(unicia) pot(estate)] / XIII co(n)s(ul) III p(ater) p(atriae) proco(n)s(ul) / e[quit(ibus) et ped(itibus) q]ui m(ilitaverunt) in a[l(is) II et co]h(ortibus) VIII qu[ae appell(antur)] / [&	13	https://godot.date/id/u7we5Vgh9wdGTdF7uXX9Z3
HD056112	provisional	unknown	unknown				120 AD	AE 1997, 1776.  AE 2002, 1766.	$ quas poste]a duxissent d[umtaxat singuli singulas] a(nte) [d(iem) XIIII K(alendas) Nov(embres) C(aio) C]arminio Gal[lo C(aio) Atilio Serrano co(n)s(ulibus) al]ae Flaviae G[aetulor(um) cui prae(e)st --- B]etuus [Cilo] ex [gregale & // [Imp(erator) Caesar divi Traiani Parthici f(ilius) divi Nervae nepos Traianus H]adria[nus Aug(ustus) pontifex maximus tribunicia potestate] IIII [co(n)s(ul) III equitibus et peditibus qui] militaveru[nt in alis --- et cohortibus --- qua]e appellant[ur ---]VET[& // $ quas tu]nc habuissent cum est / [civitas iis data au]t si qui caelibes essent / [cum iis quas postea] duxissent dumtaxat sin/[guli singulas a(nte)] d(iem) XIIII K(alendas) Nov(embres) / [C(aio) Carminio Gall]o C(aio) Atilio Serrano co(n)s(ulibus) / [alae Flaviae] Gaetulor(um) cui prae(e)st / [--- Betuus] Cilo / [e]x gregale / [& // $] / [Ti(beri) Claudi] Felicis / [Q(uinti) Fabi] Iti / [---] Gorgi / [C(ai) Iuli] Parati	4	https://godot.date/id/24HhkGAL6CTEpQvWtECAk8
HD057628	checked with photo	Hispania citerior	Spain	Calagurris	Calahorra	calle Doctor Echevarría	161 AD	G. Alföldy, in: R. Haensch - J. Heinrichs (Hrsg.), Herrschen und Verwalten.  Der Alltag der römischen Administration in der Hohen Kaiserzeit (Köln - Weimar - Wien 2007) 345-346; Taf. 19; Taf. 20 (Zeichnung).  HEp 20, 2004, 0420.  PIR (2. Aufl.) S 136.	[Imp(eratori) Caes(ari) M(arco) Aurelio Antonino A]ug(usto) pontif(ici) / [max(imo) trib(unicia) pot(estate) XV co(n)s(uli) III p(atri) p(atriae)] et / [Imp(eratori) Caes(ari) L(ucio) Aurelio Vero Aug(usto) trib(unicia)] pot(estate) co(n)s(uli) II / [P(ublius)? Salvius? Iulianus? legatus? pro? pr(aetore)?] eorum / [---]rat / [------] / [--- restit?]uit	15	https://godot.date/id/HMFKzJZUJvpBd8iQN57cFj
HD058096	provisional	Raetia	Germany	Mediana	Gnotzheim	{S. Michael, Kirche}, südliche Außenseite, sekundär verwendet	144 AD	F. Wagner, BRGK 37/38, 1956/57, 236, Nr. 81; Taf. 20, 81.	[Imp(eratori) Cae]s(ari) T(ito) Ael(io) Hadr(iano) Antonino / [Aug(usto) Pio] trib(unicia) p(otestate) VII co(n)s(uli) III pontif(ici) max(imo) / [coh(ors) II]I Thr(acum) c(ivium) R(omanorum) eq(uitata) bis torqua(ta)	7	https://godot.date/id/vLNqom44YEpaUyXrpeWNgZ
HD058516	no image	Achaia	Greece	Colonia Laus Iulia Corinthus	Kórinthos		78 AD	A.B. West, Corinth. Results of excavations conducted by The American School of Classical Studies at Athens 8, 2. Latin inscriptions 1896-1926 (Cambridge [Mass.] 1931) 18-19, Nr. 20.	$ trib(unicia) pote]st(ate) VIIII imp(erator) XIX / [---]RAMI(?)[&	9	https://godot.date/id/RdHLXDcqcCKHg4t3kU299c
HD058805	provisional	Raetia	Germany		Kösching	S. Peter, Kapelle	141 AD	IBR 258; tab. 35, 258.  CIL 03, 05906.  CIL 03, 05906 add. p. 2328,201.  CIL 03, 11907.	[I]mp(eratori) Caes(ari) divi Ha[dri]/[a]ni fil(io) divi Tra[iani] / nepoti divi Nerv[ae] / [p]ronepoti T(ito) Ael(io) [Ha]/[d]riano Anton[ino] / [A]ug(usto) Pio p(atri) p(atriae) pon[tif(ici)] / m(aximo) trib(unicia) [pot(estate)] IIII c[o(n)s(uli)] / III al(a) I Fl(avia) c(ivium) [R(omanorum)]	4	https://godot.date/id/N8bazoWxoh7SHyoZiXMzci
HD058814	provisional	Raetia	Germany	Celeusum	Pförring, bei	{Biburg, Acker des Ignaz Busch}	141 AD	IBR 263; tab. 39, 263.  CIL 03, 05912 CIL 03, 05912 add. p. 1855.  CIL 03, 05912 add. p. 2328,201.  ILS 2492.	Imp(eratori) Caesari divi / Hadriani fil(io) divi Tr(aiani) / nepo(ti) Tito Ael(io) Hadri/ano Antonino Aug(usto) / Pio pontif(ici) maximo / p(atri) p(atriae) consul(i) III tribun(icia) / pot(estate) IIII ala I singular(ium) / p(ia) f(idelis) c(ivium) R(omanorum)	4	https://godot.date/id/N8bazoWxoh7SHyoZiXMzci
HD058929	checked with photo	Dalmatia	Bosnia and Herzegovina		Bosansko Grahovo	Resanovci, Friedhof	47 AD	K. Patsch, in: P. Ballif, Römische Straßen in Bosnien und der Hercegovina (Wien 1893) 52, Nr. 18.  P. Ballif, Römische Straßen in Bosnien und der Hercegovina (Wien 1893) 13. 49.  CIL 03, 13329.  CIL 17, 04, 00276; Fig. α; Fig. β (Zeichnung).	[Ti(berius) Claudius] / [Caesar Aug]ustu[s] / Germanicus / pont(ifex) max(imus) tr(ibunicia) pot(estate) VII / imp(erator) XIIII co(n)s(ul) IV p(ater) p(atriae) / censor / XXXVI	7	https://godot.date/id/4W6qMfrYda8JGhHP5aS5aM
HD058932	checked with drawing	Dalmatia	Bosnia and Herzegovina		Drvar	{Bastasi}, bei, Unac, Flusstal	47 AD	K. Patsch, in: P. Ballif, Römische Straßen in Bosnien und der Hercegovina (Wien 1893) 52-53, Nr. 2.  P. Ballif, Römische Straßen in Bosnien und der Hercegovina (Wien 1893) 13. 47.  CIL 03, 13330.  CIL 17, 04, 00278; Fig. α; Fig. β (Zeichnung).	Ti(berius) C[laudius] / [Caesar] Aug[ustus] / [Ge]rmanicu[s] / [pont(ifex) max(imus) tr(ibunicia) pot(estate) VI]I / [imp(erator) XIIII co(n)s(ul) IIII p(ater) p(atriae)] / [censor] / [XXX]XIII	7	https://godot.date/id/4W6qMfrYda8JGhHP5aS5aM
HD058935	checked with photo	Dalmatia	Bosnia and Herzegovina		Drvar - Bosanski Petrovac, zwischen	Drvar - Bosanski Petrovac, Crljivica, zwischen	47 AD	K. Patsch, in: P. Ballif, Römische Straßen in Bosnien und der Hercegovina (Wien 1893) 53, Nr. 5.  P. Ballif, Römische Straßen in Bosnien und der Hercegovina (Wien 1893) 13. 47.  CIL 03, 13331.  CIL 17, 04, 00281; Fig. α; Fig. β; Fig. γ (Zeichnung).	[Ti(berius) Claudius] / [C]aesar A[ugus]tus / Germanicu[s] / [pont(ifex) max(imus)] tr(ibunicia) pot(estate) VII / [i]mp(erator) XIIII co(n)s(ul) IIII p(ater) [p(atriae)] / [ce]nsor / XXXXVI	7	https://godot.date/id/4W6qMfrYda8JGhHP5aS5aM
HD058937	checked with photo	Dalmatia	Bosnia and Herzegovina		Ključ	{Lanište} - {Kopjenica}, zwischen	47 AD	K. Patsch, in: P. Ballif, Römische Straßen in Bosnien und der Hercegovina (Wien 1893) 53, Nr. 14. (B)  P. Ballif, Römische Straßen in Bosnien und der Hercegovina (Wien 1893) 14. 48.  CIL 03, 13335. (B)  CIL 17, 04, 00294; Fig. α; Fig. β (Zeichnung).	Ti(berius) Clau[dius] / Caesar Augustus / Germanic[u]s / pont(ifex) max(imus) tr(ibunicia) po[t(estate)] VII / imp(erator) [XIIII] co(n)s(ul) [I]III p(ater) [p(atriae)] / censor / LXIX	7	https://godot.date/id/4W6qMfrYda8JGhHP5aS5aM
HD059023	provisional	Tripolitania	Libyan Arab Jamahiriya	Sabratha	Şabrātah	Capitolium	185 AD	"<a href=""http://irt.kcl.ac.uk/irt2009/IRT028.html"">IRT 028; Foto</a>."	[Imp(eratori) Caes(ari) M(arco) Aureli]o Com[modo] / [Antonino Aug(usto)] Pio Felici Sar(matico) G[erm(anico)] / [Britannico] [po]nt(ifici) max(imo) trib[(unicia) pot(estate) X] / [imp(eratori) VII co(n)s(uli) I]V desig(nato) V [p(atri) p(atriae) &	10	https://godot.date/id/pGBMEuAJ84nmqRLumqKhaF
